#1
double height(101,3)

  8.2000000e-001  3.6912956e-001 -2.4743639e-001
  8.3000000e-001  3.6592564e-001 -3.4641861e-001
  8.4000000e-001  3.6218374e-001 -3.4946351e-001
  8.5000000e-001  3.5891876e-001 -2.5912803e-001
  8.6000000e-001  3.5698812e-001 -1.6478058e-001
  8.7000000e-001  3.5561485e-001 -1.9621958e-001
  8.8000000e-001  3.5305384e-001 -4.0236114e-001
  8.9000000e-001  3.4754735e-001 -7.3587483e-001
  9.0000000e-001  3.3829927e-001 -9.1172894e-001
  9.1000000e-001  3.2926684e-001 -6.7552736e-001
  9.2000000e-001  3.2475470e-001 -2.9351673e-001
  9.3000000e-001  3.2338172e-001 -7.9339361e-002
  9.4000000e-001  3.2316391e-001  4.2847895e-002
  9.5000000e-001  3.2424084e-001  1.8882087e-001
  9.6000000e-001  3.2694984e-001  3.3304175e-001
  9.7000000e-001  3.3091845e-001  3.9375586e-001
  9.8000000e-001  3.3484480e-001  3.6478130e-001
  9.9000000e-001  3.3823245e-001  4.5436947e-001
  1.0000000e+000  3.4395507e-001  8.7137165e-001
